"","state","category","acreage","year"
"34461","montana","Walnuts",0,2013
"34462","montana","Pears",0,2013
"34463","montana","Wetlands",0,2013
"34464","montana","Aquaculture",0,2013
"34465","montana","Open Water",770623.898826,2013
"34466","montana","Perennial Ice/Snow",19080.515624,2013
"34467","montana","Developed/Open Space",914570.86166,2013
"34468","montana","Developed/Low Intensity",270111.079034,2013
"34469","montana","Developed/Med Intensity",71950.686032,2013
"34470","montana","Developed/High Intensity",10562.380636,2013
"34471","montana","Barren",416119.634248,2013
"34472","montana","Deciduous Forest",202394.10758,2013
"34473","montana","Evergreen Forest",21011353.453246,2013
"34474","montana","Mixed Forest",22719.548646,2013
"34475","montana","Shrubland",12353787.212582,2013
"34476","montana","Grassland Herbaceous",0,2013
"34477","montana","Pasture/Hay",0,2013
"34478","montana","Woody Wetlands",1080420.07519,2013
"34479","montana","Herbaceous Wetlands",173299.634924,2013
"34480","montana","Pistachios",0,2013
"34481","montana","Triticale",3126.414852,2013
"34482","montana","Carrots",0,2013
"34483","montana","Asparagus",0,2013
"34484","montana","Garlic",0,2013
"34485","montana","Cantaloupes",0,2013
"34486","montana","Prunes",0,2013
"34487","montana","Olives",0,2013
"34488","montana","Oranges",0,2013
"34489","montana","Honeydew Melons",0,2013
"34490","montana","Broccoli",0,2013
"34491","montana","Peppers",0,2013
"34492","montana","Pomegranates",0,2013
"34493","montana","Nectarines",0,2013
"34494","montana","Greens",0,2013
"34495","montana","Plums",0,2013
"34496","montana","Strawberries",0,2013
"34497","montana","Squash",0,2013
"34498","montana","Apricots",0,2013
"34499","montana","Vetch",0,2013
"34500","montana","Dbl Crop WinWht/Corn",0,2013
"34501","montana","Dbl Crop Oats/Corn",0,2013
"34502","montana","Lettuce",0,2013
"34503","montana","Pumpkins",0,2013
"34504","montana","Dbl Crop Lettuce/Durum Wht",0,2013
"34505","montana","Dbl Crop Lettuce/Cantaloupe",0,2013
"34506","montana","Dbl Crop Lettuce/Cotton",0,2013
"34507","montana","Dbl Crop Lettuce/Barley",0,2013
"34508","montana","Dbl Crop Durum Wht/Sorghum",0,2013
"34509","montana","Dbl Crop Barley/Sorghum",0,2013
"34510","montana","Dbl Crop WinWht/Sorghum",3.780698,2013
"34511","montana","Dbl Crop Barley/Corn",0,2013
"34512","montana","Dbl Crop WinWht/Cotton",0,2013
"34513","montana","Dbl Crop Soybeans/Cotton",0,2013
"34514","montana","Dbl Crop Soybeans/Oats",0,2013
"34515","montana","Dbl Crop Corn/Soybeans",0,2013
"34516","montana","Blueberries",0,2013
"34517","montana","Cabbage",0,2013
"34518","montana","Cauliflower",0,2013
"34519","montana","Celery",0,2013
"34520","montana","Radishes",0,2013
"34521","montana","Turnips",0,2013
"34522","montana","Eggplants",0,2013
"34523","montana","Gourds",0,2013
"34524","montana","Cranberries",0,2013
"34525","montana","Dbl Crop Barley/Soybeans",0,2013
"34526","nebraska","Corn",9882949.17448,2013
"34527","nebraska","Cotton",0,2013
"34528","nebraska","Rice",0,2013
"34529","nebraska","Sorghum",177082.33447,2013
"34530","nebraska","Soybeans",4593847.18993,2013
"34531","nebraska","Sunflower",21337.814724,2013
"34532","nebraska","Peanuts",0,2013
"34533","nebraska","Tobacco",0,2013
"34534","nebraska","Sweet Corn",37.584586,2013
"34535","nebraska","Pop or Orn Corn",38094.090654,2013
"34536","nebraska","Mint",0,2013
"34537","nebraska","Barley",1075.942172,2013
"34538","nebraska","Durum Wheat",0,2013
"34539","nebraska","Spring Wheat",1300.115324,2013
"34540","nebraska","Winter Wheat",1203475.790452,2013
"34541","nebraska","Other Small Grains",357.831946,2013
"34542","nebraska","Dbl Crop WinWht/Soybeans",3203.807964,2013
"34543","nebraska","Rye",10847.712138,2013
"34544","nebraska","Oats",65895.786988,2013
"34545","nebraska","Millet",139761.062966,2013
"34546","nebraska","Speltz",0,2013
"34547","nebraska","Canola",0,2013
"34548","nebraska","Flaxseed",0,2013
"34549","nebraska","Safflower",156.342982,2013
"34550","nebraska","Rape Seed",0,2013
"34551","nebraska","Mustard",0,2013
"34552","nebraska","Alfalfa",670721.845298,2013
"34553","nebraska","Other Hay/Non Alfalfa",480229.152628,2013
"34554","nebraska","Camelina",0,2013
"34555","nebraska","Buckwheat",0,2013
"34556","nebraska","Sugarbeets",35532.334168,2013
"34557","nebraska","Dry Beans",99547.112704,2013
"34558","nebraska","Potatoes",12111.132452,2013
"34559","nebraska","Other Crops",226.619486,2013
"34560","nebraska","Sugarcane",0,2013
"34561","nebraska","Sweet Potatoes",0,2013
"34562","nebraska","Misc Vegs & Fruits",0,2013
"34563","nebraska","Watermelons",0,2013
"34564","nebraska","Onions",0,2013
"34565","nebraska","Cucumbers",0,2013
"34566","nebraska","Chick Peas",0,2013
"34567","nebraska","Lentils",0,2013
"34568","nebraska","Peas",6189.892202,2013
"34569","nebraska","Tomatoes",0,2013
"34570","nebraska","Caneberries",0,2013
"34571","nebraska","Hops",0,2013
"34572","nebraska","Herbs",2.891122,2013
"34573","nebraska","Clover/Wildflowers",185.254202,2013
"34574","nebraska","Sod/Grass Seed",727.005986,2013
"34575","nebraska","Switchgrass",0,2013
"34576","nebraska","Fallow/Idle Cropland",884152.92231,2013
"34577","nebraska","Forest",0,2013
"34578","nebraska","Cherries",0,2013
"34579","nebraska","Peaches",0,2013
"34580","nebraska","Apples",2.891122,2013
"34581","nebraska","Grapes",0,2013
"34582","nebraska","Christmas Trees",6.004638,2013
"34583","nebraska","Other Tree Crops",0,2013
"34584","nebraska","Citrus",0,2013
"34585","nebraska","Pecans",0,2013
"34586","nebraska","Almonds",0,2013
"34587","nebraska","Walnuts",0,2013
"34588","nebraska","Pears",0,2013
"34589","nebraska","Wetlands",0,2013
"34590","nebraska","Aquaculture",0,2013
"34591","nebraska","Open Water",369232.529622,2013
"34592","nebraska","Perennial Ice/Snow",0,2013
"34593","nebraska","Developed/Open Space",1290028.866524,2013
"34594","nebraska","Developed/Low Intensity",340881.964896,2013
"34595","nebraska","Developed/Med Intensity",86814.389022,2013
"34596","nebraska","Developed/High Intensity",33160.279764,2013
"34597","nebraska","Barren",20375.071098,2013
"34598","nebraska","Deciduous Forest",724766.700814,2013
"34599","nebraska","Evergreen Forest",233338.453528,2013
"34600","nebraska","Mixed Forest",49735.749372,2013
"34601","nebraska","Shrubland",7633.451656,2013
"34602","nebraska","Grassland Herbaceous",0,2013
"34603","nebraska","Pasture/Hay",0,2013
"34604","nebraska","Woody Wetlands",525761.877794,2013
"34605","nebraska","Herbaceous Wetlands",455685.528394,2013
"34606","nebraska","Pistachios",0,2013
"34607","nebraska","Triticale",3959.280382,2013
"34608","nebraska","Carrots",0,2013
"34609","nebraska","Asparagus",0,2013
"34610","nebraska","Garlic",0,2013
"34611","nebraska","Cantaloupes",0,2013
"34612","nebraska","Prunes",0,2013
"34613","nebraska","Olives",0,2013
"34614","nebraska","Oranges",0,2013
"34615","nebraska","Honeydew Melons",0,2013
"34616","nebraska","Broccoli",0,2013
"34617","nebraska","Peppers",0,2013
"34618","nebraska","Pomegranates",0,2013
"34619","nebraska","Nectarines",0,2013
"34620","nebraska","Greens",0,2013
"34621","nebraska","Plums",0,2013
"34622","nebraska","Strawberries",0,2013
"34623","nebraska","Squash",0,2013
"34624","nebraska","Apricots",0,2013
"34625","nebraska","Vetch",0,2013
"34626","nebraska","Dbl Crop WinWht/Corn",13959.67138,2013
"34627","nebraska","Dbl Crop Oats/Corn",1256.970888,2013
"34628","nebraska","Lettuce",0,2013
"34629","nebraska","Pumpkins",347.824216,2013
"34630","nebraska","Dbl Crop Lettuce/Durum Wht",0,2013
"34631","nebraska","Dbl Crop Lettuce/Cantaloupe",0,2013
"34632","nebraska","Dbl Crop Lettuce/Cotton",0,2013
"34633","nebraska","Dbl Crop Lettuce/Barley",0,2013
"34634","nebraska","Dbl Crop Durum Wht/Sorghum",0,2013
"34635","nebraska","Dbl Crop Barley/Sorghum",0,2013
"34636","nebraska","Dbl Crop WinWht/Sorghum",18506.739104,2013
"34637","nebraska","Dbl Crop Barley/Corn",0,2013
"34638","nebraska","Dbl Crop WinWht/Cotton",0,2013
"34639","nebraska","Dbl Crop Soybeans/Cotton",0,2013
"34640","nebraska","Dbl Crop Soybeans/Oats",29.578402,2013
"34641","nebraska","Dbl Crop Corn/Soybeans",554.650636,2013
"34642","nebraska","Blueberries",0,2013
"34643","nebraska","Cabbage",0,2013
"34644","nebraska","Cauliflower",0,2013
"34645","nebraska","Celery",0,2013
"34646","nebraska","Radishes",0,2013
"34647","nebraska","Turnips",0,2013
"34648","nebraska","Eggplants",0,2013
"34649","nebraska","Gourds",0,2013
"34650","nebraska","Cranberries",0,2013
"34651","nebraska","Dbl Crop Barley/Soybeans",0,2013
"34652","nevada","Corn",5571.859276,2013
"34653","nevada","Cotton",0,2013
"34654","nevada","Rice",0,2013
"34655","nevada","Sorghum",23.128976,2013
"34656","nevada","Soybeans",0,2013
"34657","nevada","Sunflower",0,2013
"34658","nevada","Peanuts",0,2013
"34659","nevada","Tobacco",0,2013
"34660","nevada","Sweet Corn",0,2013
"34661","nevada","Pop or Orn Corn",0,2013
"34662","nevada","Mint",0,2013
"34663","nevada","Barley",1274.540014,2013
"34664","nevada","Durum Wheat",0,2013
"34665","nevada","Spring Wheat",2890.677212,2013
"34666","nevada","Winter Wheat",22137.765942,2013
"34667","nevada","Other Small Grains",0,2013
"34668","nevada","Dbl Crop WinWht/Soybeans",0,2013
"34669","nevada","Rye",1238.289792,2013
"34670","nevada","Oats",644.9426,2013
"34671","nevada","Millet",18.236308,2013
"34672","nevada","Speltz",0,2013
"34673","nevada","Canola",0,2013
"34674","nevada","Flaxseed",0,2013
"34675","nevada","Safflower",0,2013
"34676","nevada","Rape Seed",0,2013
"34677","nevada","Mustard",0,2013
"34678","nevada","Alfalfa",244217.078432,2013
"34679","nevada","Other Hay/Non Alfalfa",212447.873138,2013
"34680","nevada","Camelina",0,2013
"34681","nevada","Buckwheat",0,2013
"34682","nevada","Sugarbeets",0,2013
"34683","nevada","Dry Beans",0,2013
"34684","nevada","Potatoes",4619.790562,2013
"34685","nevada","Other Crops",2694.970492,2013
"34686","nevada","Sugarcane",0,2013
"34687","nevada","Sweet Potatoes",0,2013
"34688","nevada","Misc Vegs & Fruits",0,2013
"34689","nevada","Watermelons",17.569126,2013
"34690","nevada","Onions",1039.247162,2013
"34691","nevada","Cucumbers",0,2013
"34692","nevada","Chick Peas",0,2013
"34693","nevada","Lentils",0,2013
"34694","nevada","Peas",525.294628,2013
"34695","nevada","Tomatoes",0,2013
"34696","nevada","Caneberries",0,2013
"34697","nevada","Hops",0,2013
"34698","nevada","Herbs",652.948784,2013
"34699","nevada","Clover/Wildflowers",74.279596,2013
"34700","nevada","Sod/Grass Seed",39.141344,2013
"34701","nevada","Switchgrass",0,2013
"34702","nevada","Fallow/Idle Cropland",43948.835098,2013
"34703","nevada","Forest",0,2013
"34704","nevada","Cherries",0,2013
"34705","nevada","Peaches",0,2013
"34706","nevada","Apples",0,2013
"34707","nevada","Grapes",137.88428,2013
"34708","nevada","Christmas Trees",0,2013
"34709","nevada","Other Tree Crops",0,2013
"34710","nevada","Citrus",0,2013
"34711","nevada","Pecans",0,2013
"34712","nevada","Almonds",0,2013
"34713","nevada","Walnuts",0,2013
"34714","nevada","Pears",0,2013
"34715","nevada","Wetlands",0,2013
"34716","nevada","Aquaculture",0,2013
"34717","nevada","Open Water",304843.017196,2013
"34718","nevada","Perennial Ice/Snow",250.860432,2013
"34719","nevada","Developed/Open Space",209471.129448,2013
"34720","nevada","Developed/Low Intensity",234755.548096,2013
"34721","nevada","Developed/Med Intensity",137808.66604,2013
"34722","nevada","Developed/High Intensity",43426.431592,2013
"34723","nevada","Barren",2007806.168706,2013
"34724","nevada","Deciduous Forest",163508.739074,2013
"34725","nevada","Evergreen Forest",7707040.71863,2013
"34726","nevada","Mixed Forest",8732.967592,2013
"34727","nevada","Shrubland",57065828.479932,2013
"34728","nevada","Grassland Herbaceous",0,2013
"34729","nevada","Pasture/Hay",0,2013
"34730","nevada","Woody Wetlands",179840.909646,2013
"34731","nevada","Herbaceous Wetlands",103408.76212,2013
"34732","nevada","Pistachios",0,2013
"34733","nevada","Triticale",3462.452186,2013
"34734","nevada","Carrots",0,2013
"34735","nevada","Asparagus",0,2013
"34736","nevada","Garlic",723.89247,2013
"34737","nevada","Cantaloupes",0,2013
"34738","nevada","Prunes",0,2013
"34739","nevada","Olives",0,2013
"34740","nevada","Oranges",0,2013
"34741","nevada","Honeydew Melons",0,2013
"34742","nevada","Broccoli",0,2013
"34743","nevada","Peppers",0,2013
"34744","nevada","Pomegranates",0,2013
"34745","nevada","Nectarines",0,2013
"34746","nevada","Greens",0,2013
"34747","nevada","Plums",0,2013
"34748","nevada","Strawberries",0,2013
"34749","nevada","Squash",0,2013
"34750","nevada","Apricots",0,2013
"34751","nevada","Vetch",0,2013
"34752","nevada","Dbl Crop WinWht/Corn",0,2013
"34753","nevada","Dbl Crop Oats/Corn",0,2013
"34754","nevada","Lettuce",0,2013
"34755","nevada","Pumpkins",0,2013
"34756","nevada","Dbl Crop Lettuce/Durum Wht",0,2013
"34757","nevada","Dbl Crop Lettuce/Cantaloupe",0,2013
"34758","nevada","Dbl Crop Lettuce/Cotton",0,2013
"34759","nevada","Dbl Crop Lettuce/Barley",0,2013
"34760","nevada","Dbl Crop Durum Wht/Sorghum",0,2013
"34761","nevada","Dbl Crop Barley/Sorghum",0,2013
"34762","nevada","Dbl Crop WinWht/Sorghum",0,2013
"34763","nevada","Dbl Crop Barley/Corn",0,2013
"34764","nevada","Dbl Crop WinWht/Cotton",0,2013
"34765","nevada","Dbl Crop Soybeans/Cotton",0,2013
"34766","nevada","Dbl Crop Soybeans/Oats",0,2013
"34767","nevada","Dbl Crop Corn/Soybeans",0,2013
"34768","nevada","Blueberries",0,2013
"34769","nevada","Cabbage",0,2013
"34770","nevada","Cauliflower",0,2013
"34771","nevada","Celery",0,2013
"34772","nevada","Radishes",0,2013
"34773","nevada","Turnips",0,2013
"34774","nevada","Eggplants",0,2013
"34775","nevada","Gourds",0,2013
"34776","nevada","Cranberries",0,2013
"34777","nevada","Dbl Crop Barley/Soybeans",0,2013
"34778","new hampshire","Corn",15344.518818,2013
"34779","new hampshire","Cotton",0,2013
"34780","new hampshire","Rice",0,2013
"34781","new hampshire","Sorghum",0,2013
"34782","new hampshire","Soybeans",98.075754,2013
"34783","new hampshire","Sunflower",0,2013
"34784","new hampshire","Peanuts",0,2013
"34785","new hampshire","Tobacco",5.115062,2013
"34786","new hampshire","Sweet Corn",287.110654,2013
"34787","new hampshire","Pop or Orn Corn",0,2013
"34788","new hampshire","Mint",0,2013
"34789","new hampshire","Barley",5.337456,2013
"34790","new hampshire","Durum Wheat",0,2013
"34791","new hampshire","Spring Wheat",0,2013
"34792","new hampshire","Winter Wheat",5.115062,2013
"34793","new hampshire","Other Small Grains",0,2013
"34794","new hampshire","Dbl Crop WinWht/Soybeans",0,2013
"34795","new hampshire","Rye",10.00773,2013
"34796","new hampshire","Oats",8.006184,2013
"34797","new hampshire","Millet",0,2013
"34798","new hampshire","Speltz",0,2013
"34799","new hampshire","Canola",0,2013
"34800","new hampshire","Flaxseed",0,2013
"34801","new hampshire","Safflower",0,2013
"34802","new hampshire","Rape Seed",0,2013
"34803","new hampshire","Mustard",0,2013
"34804","new hampshire","Alfalfa",1560.538698,2013
"34805","new hampshire","Other Hay/Non Alfalfa",88907.116562,2013
"34806","new hampshire","Camelina",0,2013
"34807","new hampshire","Buckwheat",0,2013
"34808","new hampshire","Sugarbeets",0,2013
"34809","new hampshire","Dry Beans",3.558304,2013
"34810","new hampshire","Potatoes",133.881188,2013
"34811","new hampshire","Other Crops",75.391566,2013
"34812","new hampshire","Sugarcane",0,2013
"34813","new hampshire","Sweet Potatoes",0,2013
"34814","new hampshire","Misc Vegs & Fruits",412.096082,2013
"34815","new hampshire","Watermelons",0,2013
"34816","new hampshire","Onions",0,2013
"34817","new hampshire","Cucumbers",0,2013
"34818","new hampshire","Chick Peas",0,2013
"34819","new hampshire","Lentils",0,2013
"34820","new hampshire","Peas",0,2013
"34821","new hampshire","Tomatoes",10.452518,2013
"34822","new hampshire","Caneberries",0,2013
"34823","new hampshire","Hops",0,2013
"34824","new hampshire","Herbs",0,2013
"34825","new hampshire","Clover/Wildflowers",0,2013
"34826","new hampshire","Sod/Grass Seed",38.91895,2013
"34827","new hampshire","Switchgrass",0,2013
"34828","new hampshire","Fallow/Idle Cropland",203.045722,2013
"34829","new hampshire","Forest",0,2013
"34830","new hampshire","Cherries",0,2013
"34831","new hampshire","Peaches",0,2013
"34832","new hampshire","Apples",424.550146,2013
"34833","new hampshire","Grapes",4.670274,2013
"34834","new hampshire","Christmas Trees",0,2013
"34835","new hampshire","Other Tree Crops",4.003092,2013
"34836","new hampshire","Citrus",0,2013
"34837","new hampshire","Pecans",0,2013
"34838","new hampshire","Almonds",0,2013
"34839","new hampshire","Walnuts",0,2013
"34840","new hampshire","Pears",0,2013
"34841","new hampshire","Wetlands",0,2013
"34842","new hampshire","Aquaculture",0,2013
"34843","new hampshire","Open Water",188758.909046,2013
"34844","new hampshire","Perennial Ice/Snow",0,2013
"34845","new hampshire","Developed/Open Space",230411.081306,2013
"34846","new hampshire","Developed/Low Intensity",140284.578442,2013
"34847","new hampshire","Developed/Med Intensity",67394.500154,2013
"34848","new hampshire","Developed/High Intensity",17571.127546,2013
"34849","new hampshire","Barren",19249.535064,2013
"34850","new hampshire","Deciduous Forest",1730061.86041,2013
"34851","new hampshire","Evergreen Forest",1321194.716896,2013
"34852","new hampshire","Mixed Forest",1700866.420878,2013
"34853","new hampshire","Shrubland",86082.712762,2013
"34854","new hampshire","Grassland Herbaceous",0,2013
"34855","new hampshire","Pasture/Hay",0,2013
"34856","new hampshire","Woody Wetlands",140443.812546,2013
"34857","new hampshire","Herbaceous Wetlands",30846.0478,2013
"34858","new hampshire","Pistachios",0,2013
"34859","new hampshire","Triticale",0,2013
"34860","new hampshire","Carrots",0,2013
"34861","new hampshire","Asparagus",0,2013
"34862","new hampshire","Garlic",0,2013
"34863","new hampshire","Cantaloupes",0,2013
"34864","new hampshire","Prunes",0,2013
"34865","new hampshire","Olives",0,2013
"34866","new hampshire","Oranges",0,2013
"34867","new hampshire","Honeydew Melons",0,2013
"34868","new hampshire","Broccoli",0,2013
"34869","new hampshire","Peppers",3.780698,2013
"34870","new hampshire","Pomegranates",0,2013
"34871","new hampshire","Nectarines",0,2013
"34872","new hampshire","Greens",0,2013
"34873","new hampshire","Plums",0,2013
"34874","new hampshire","Strawberries",6.227032,2013
"34875","new hampshire","Squash",98.96533,2013
"34876","new hampshire","Apricots",0,2013
"34877","new hampshire","Vetch",0,2013
"34878","new hampshire","Dbl Crop WinWht/Corn",0,2013
"34879","new hampshire","Dbl Crop Oats/Corn",0,2013
"34880","new hampshire","Lettuce",0,2013
"34881","new hampshire","Pumpkins",51.817802,2013
"34882","new hampshire","Dbl Crop Lettuce/Durum Wht",0,2013
"34883","new hampshire","Dbl Crop Lettuce/Cantaloupe",0,2013
"34884","new hampshire","Dbl Crop Lettuce/Cotton",0,2013
"34885","new hampshire","Dbl Crop Lettuce/Barley",0,2013
"34886","new hampshire","Dbl Crop Durum Wht/Sorghum",0,2013
"34887","new hampshire","Dbl Crop Barley/Sorghum",0,2013
"34888","new hampshire","Dbl Crop WinWht/Sorghum",0,2013
"34889","new hampshire","Dbl Crop Barley/Corn",0,2013
"34890","new hampshire","Dbl Crop WinWht/Cotton",0,2013
"34891","new hampshire","Dbl Crop Soybeans/Cotton",0,2013
"34892","new hampshire","Dbl Crop Soybeans/Oats",0,2013
"34893","new hampshire","Dbl Crop Corn/Soybeans",0,2013
"34894","new hampshire","Blueberries",132.769218,2013
"34895","new hampshire","Cabbage",0,2013
"34896","new hampshire","Cauliflower",0,2013
"34897","new hampshire","Celery",0,2013
"34898","new hampshire","Radishes",0,2013
"34899","new hampshire","Turnips",0,2013
"34900","new hampshire","Eggplants",0,2013
"34901","new hampshire","Gourds",0,2013
"34902","new hampshire","Cranberries",35.805434,2013
"34903","new hampshire","Dbl Crop Barley/Soybeans",0,2013
"34904","new jersey","Corn",99702.56611,2013
"34905","new jersey","Cotton",0,2013
"34906","new jersey","Rice",0,2013
"34907","new jersey","Sorghum",312.685964,2013
"34908","new jersey","Soybeans",90189.885154,2013
"34909","new jersey","Sunflower",17.569126,2013
"34910","new jersey","Peanuts",0,2013
"34911","new jersey","Tobacco",0,2013
"34912","new jersey","Sweet Corn",3214.482876,2013
"34913","new jersey","Pop or Orn Corn",0,2013
"34914","new jersey","Mint",0,2013
"34915","new jersey","Barley",441.229696,2013
"34916","new jersey","Durum Wheat",0,2013
"34917","new jersey","Spring Wheat",0,2013
"34918","new jersey","Winter Wheat",9589.184492,2013
"34919","new jersey","Other Small Grains",0,2013
"34920","new jersey","Dbl Crop WinWht/Soybeans",21033.134944,2013
"34921","new jersey","Rye",3673.281698,2013
"34922","new jersey","Oats",1075.27499,2013
"34923","new jersey","Millet",0,2013
"34924","new jersey","Speltz",17.79152,2013
"34925","new jersey","Canola",0,2013
"34926","new jersey","Flaxseed",0,2013
"34927","new jersey","Safflower",0,2013
"34928","new jersey","Rape Seed",0,2013
"34929","new jersey","Mustard",0,2013
"34930","new jersey","Alfalfa",6130.735398,2013
"34931","new jersey","Other Hay/Non Alfalfa",69282.625214,2013
"34932","new jersey","Camelina",0,2013
"34933","new jersey","Buckwheat",0,2013
"34934","new jersey","Sugarbeets",54.931318,2013
"34935","new jersey","Dry Beans",497.05059,2013
"34936","new jersey","Potatoes",2217.045786,2013
"34937","new jersey","Other Crops",9822.698192,2013
"34938","new jersey","Sugarcane",0,2013
"34939","new jersey","Sweet Potatoes",1166.011742,2013
"34940","new jersey","Misc Vegs & Fruits",49.816256,2013
"34941","new jersey","Watermelons",172.577744,2013
"34942","new jersey","Onions",0,2013
"34943","new jersey","Cucumbers",765.480148,2013
"34944","new jersey","Chick Peas",0,2013
"34945","new jersey","Lentils",0,2013
"34946","new jersey","Peas",41.14289,2013
"34947","new jersey","Tomatoes",3008.768426,2013
"34948","new jersey","Caneberries",0,2013
"34949","new jersey","Hops",0,2013
"34950","new jersey","Herbs",33.581494,2013
"34951","new jersey","Clover/Wildflowers",126.542186,2013
"34952","new jersey","Sod/Grass Seed",2741.673232,2013
"34953","new jersey","Switchgrass",3.558304,2013
"34954","new jersey","Fallow/Idle Cropland",53257.135968,2013
"34955","new jersey","Forest",0,2013
"34956","new jersey","Cherries",0,2013
"34957","new jersey","Peaches",1653.944178,2013
"34958","new jersey","Apples",174.134502,2013
"34959","new jersey","Grapes",0,2013
"34960","new jersey","Christmas Trees",32.24713,2013
"34961","new jersey","Other Tree Crops",0,2013
"34962","new jersey","Citrus",0,2013
"34963","new jersey","Pecans",0,2013
"34964","new jersey","Almonds",0,2013
"34965","new jersey","Walnuts",0,2013
"34966","new jersey","Pears",0,2013
"34967","new jersey","Wetlands",0,2013
"34968","new jersey","Aquaculture",0,2013
"34969","new jersey","Open Water",120729.251628,2013
"34970","new jersey","Perennial Ice/Snow",0,2013
"34971","new jersey","Developed/Open Space",691177.423024,2013
"34972","new jersey","Developed/Low Intensity",452749.260412,2013
"34973","new jersey","Developed/Med Intensity",235632.225244,2013
"34974","new jersey","Developed/High Intensity",104808.287562,2013
"34975","new jersey","Barren",28035.432428,2013
"34976","new jersey","Deciduous Forest",1309373.808614,2013
"34977","new jersey","Evergreen Forest",230200.918976,2013
"34978","new jersey","Mixed Forest",100258.995898,2013
"34979","new jersey","Shrubland",70532.034706,2013
"34980","new jersey","Grassland Herbaceous",0,2013
"34981","new jersey","Pasture/Hay",0,2013
"34982","new jersey","Woody Wetlands",601787.711482,2013
"34983","new jersey","Herbaceous Wetlands",203675.764202,2013
"34984","new jersey","Pistachios",0,2013
"34985","new jersey","Triticale",0,2013
"34986","new jersey","Carrots",323.58327,2013
"34987","new jersey","Asparagus",587.564948,2013
"34988","new jersey","Garlic",0,2013
"34989","new jersey","Cantaloupes",48.481892,2013
"34990","new jersey","Prunes",0,2013
"34991","new jersey","Olives",0,2013
"34992","new jersey","Oranges",0,2013
"34993","new jersey","Honeydew Melons",0,2013
"34994","new jersey","Broccoli",0,2013
"34995","new jersey","Peppers",1467.578006,2013
"34996","new jersey","Pomegranates",0,2013
"34997","new jersey","Nectarines",15.789974,2013
"34998","new jersey","Greens",442.119272,2013
"34999","new jersey","Plums",0,2013
"35000","new jersey","Strawberries",149.226374,2013
"35001","new jersey","Squash",1324.133876,2013
"35002","new jersey","Apricots",0,2013
"35003","new jersey","Vetch",0,2013
"35004","new jersey","Dbl Crop WinWht/Corn",315.354692,2013
"35005","new jersey","Dbl Crop Oats/Corn",337.594092,2013
"35006","new jersey","Lettuce",62.715108,2013
"35007","new jersey","Pumpkins",292.892898,2013
"35008","new jersey","Dbl Crop Lettuce/Durum Wht",0,2013
"35009","new jersey","Dbl Crop Lettuce/Cantaloupe",0,2013
"35010","new jersey","Dbl Crop Lettuce/Cotton",0,2013
"35011","new jersey","Dbl Crop Lettuce/Barley",0,2013
"35012","new jersey","Dbl Crop Durum Wht/Sorghum",0,2013
"35013","new jersey","Dbl Crop Barley/Sorghum",0,2013
"35014","new jersey","Dbl Crop WinWht/Sorghum",27.79925,2013
"35015","new jersey","Dbl Crop Barley/Corn",469.696128,2013
"35016","new jersey","Dbl Crop WinWht/Cotton",0,2013
"35017","new jersey","Dbl Crop Soybeans/Cotton",0,2013
"35018","new jersey","Dbl Crop Soybeans/Oats",0,2013
"35019","new jersey","Dbl Crop Corn/Soybeans",0,2013
"35020","new jersey","Blueberries",12706.036402,2013
"35021","new jersey","Cabbage",47.369922,2013
"35022","new jersey","Cauliflower",0,2013
"35023","new jersey","Celery",0,2013
"35024","new jersey","Radishes",0,2013
"35025","new jersey","Turnips",0,2013
"35026","new jersey","Eggplants",62.27032,2013
"35027","new jersey","Gourds",0,2013
"35028","new jersey","Cranberries",1401.0822,2013
"35029","new jersey","Dbl Crop Barley/Soybeans",2641.818326,2013
"35030","new mexico","Corn",89910.780684,2013
"35031","new mexico","Cotton",32886.51275,2013
"35032","new mexico","Rice",0,2013
"35033","new mexico","Sorghum",136067.988202,2013
"35034","new mexico","Soybeans",118.091214,2013
"35035","new mexico","Sunflower",304.012598,2013
"35036","new mexico","Peanuts",2612.01753,2013
"35037","new mexico","Tobacco",0,2013
"35038","new mexico","Sweet Corn",0,2013
"35039","new mexico","Pop or Orn Corn",4390.947136,2013
"35040","new mexico","Mint",0,2013
"35041","new mexico","Barley",5504.918682,2013
"35042","new mexico","Durum Wheat",5939.03177,2013
"35043","new mexico","Spring Wheat",265.538436,2013
"35044","new mexico","Winter Wheat",507705.48654,2013
"35045","new mexico","Other Small Grains",0,2013
"35046","new mexico","Dbl Crop WinWht/Soybeans",0,2013
"35047","new mexico","Rye",3416.194234,2013
"35048","new mexico","Oats",4476.79122,2013
"35049","new mexico","Millet",1383.29068,2013
"35050","new mexico","Speltz",0,2013
"35051","new mexico","Canola",0,2013
"35052","new mexico","Flaxseed",0,2013
"35053","new mexico","Safflower",0,2013
"35054","new mexico","Rape Seed",0,2013
"35055","new mexico","Mustard",0,2013
"35056","new mexico","Alfalfa",196386.13367,2013
"35057","new mexico","Other Hay/Non Alfalfa",66904.788566,2013
"35058","new mexico","Camelina",0,2013
"35059","new mexico","Buckwheat",0,2013
"35060","new mexico","Sugarbeets",0,2013
"35061","new mexico","Dry Beans",11728.614772,2013
"35062","new mexico","Potatoes",5067.692078,2013
"35063","new mexico","Other Crops",980.979934,2013
"35064","new mexico","Sugarcane",0,2013
"35065","new mexico","Sweet Potatoes",0,2013
